"impianto","comune_ubicazione","provincia_ubicazione","rifiuto_trattato"
"SUD GAS S.R.L. - VIA ROSSELLI","CAMPI SALENTINA","LECCE","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"SUD GAS S.R.L. - VIA ROSSELLI","CAMPI SALENTINA","LECCE","20 01 39 - plastica "
"SUD GAS S.R.L. - VIA ROSSELLI","CAMPI SALENTINA","LECCE","20 01 40 - metallo "
"SUD GAS S.R.L. - VIA ROSSELLI","CAMPI SALENTINA","LECCE","20 03 01 - rifiuti urbani non differenziati "
"SUD GAS S.R.L. - VIA ROSSELLI","CAMPI SALENTINA","LECCE","20 03 07 - rifiuti ingombranti a recupero "
"SUD GAS S.R.L. - VIA ROSSELLI","CAMPI SALENTINA","LECCE","20 03 07 - rifiuti ingombranti a smaltimento "
"SUD LEGNO S.R.L.","MODUGNO","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"SUD RICICLAGGI DI IANNELLI A.M. & GESMUNDO M. S.N.C.","TERLIZZI","BARI","20 01 40 - metallo "
"TARTAGLIA ELIO GROUP SRL","CHIEUTI","FOGGIA","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"TARTAGLIA ELIO GROUP SRL","CHIEUTI","FOGGIA","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"TARTAGLIA ELIO GROUP SRL","CHIEUTI","FOGGIA","20 03 01 - rifiuti urbani non differenziati"
"TARTAGLIA ELIO GROUP SRL","CHIEUTI","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"TARTAGLIA ELIO GROUP SRL","CHIEUTI","FOGGIA","20 03 01 - rifiuti urbani non differenziati  "
"TATTOLO ANTONIO","VIESTE","FOGGIA","15 01 02 - imballaggi in plastica "
"TATTOLO ANTONIO","VIESTE","FOGGIA","15 01 03 - imballaggi in legno "
"TATTOLO ANTONIO","VIESTE","FOGGIA","15 01 07 - imballaggi in vetro "
"TATTOLO ANTONIO","VIESTE","FOGGIA","20 01 02 - vetro "
"TATTOLO ANTONIO","VIESTE","FOGGIA","20 01 40 - metallo "
"T.B. S.R.L. 2000","TARANTO","TARANTO","20 02 01 - rifiuti biodegradabili "
"T.C.E.R. DI FASANO ALBERTO & C. S.A.S. ","RACALE","LECCE","16 02 14 - apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13"
"T.C.E.R. DI FASANO ALBERTO & C. S.A.S. ","RACALE","LECCE","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35"
"T.C.E.R. DI FASANO ALBERTO & C. S.A.S. ","RACALE","LECCE","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"TEAM ITALIA S.R.L.","LECCE","LECCE","16 06 01 -  batterie al piombo"
"TEAM ITALIA S.R.L.","LECCE","LECCE","19 12 12 - altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico dei rifiuti, diversi da quelli di cui alla voce 19 12 11 "
"TEAM ITALIA S.R.L.","LECCE","LECCE","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"TEAM ITALIA S.R.L.","LECCE","LECCE","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"TECNECOLOGIA S.R.L. - MACERO SUD S.A.S.","SOLETO","LECCE","15 01 06 - imballaggi in materiali misti "
"TECNECOLOGIA S.R.L. - ROMANO ROBERTO","SOLETO","LECCE","15 01 04 - imballaggi metallici "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica"
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","15 01 07 - imballaggi in vetro "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","16 01 03 - pneumatici fuori uso "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","17 04 05 - ferro e acciaio"
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 01 - carta e cartone "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 02 - vetro"
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 02 - vetro "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 11 - prodotti tessili "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"TECNECO SERVIZI GENERALI S.R.L.","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"TECNECO SERVIZI GENERALI S.R.L. - DAUNIAMBIETE S.P.A. - AMICA AZIENDA SPECIALE","FOGGIA","FOGGIA","20 01 02 - vetro "
"TECNECO SERVIZI GENERALI S.R.L. - LA PUGLIA RECUPERO S.R.L. - MATTEO SPAGNUOLO S.N.C.","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"TECNECO SERVIZI GENERALI S.R.L. - LA PUGLIA RECUPERO S.R.L. - MATTEO SPAGNUOLO S.N.C.","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica "
"TECNECO SERVIZI GENERALI S.R.L. - MATTEO SPAGNUOLO S.N.C.","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"TECNECO SERVIZI GENERALI S.R.L. - MATTEO SPAGNUOLO S.N.C.","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica "
"TECNIECOLOGIA","CASTRO","LECCE","15 01 06 - imballaggi in materiali misti "
"TECNIECOLOGIA","CASTRO","LECCE","15 01 07 - imballaggi in vetro "
"TECNIECOLOGIA","CASTRO","LECCE","20 01 39 - plastica "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","00 00 00 - Altro - Non specificato"
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","00 00 01 -  vetro/plastica/metallo
"
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","15 00 00 - Rifiuti di imballaggio, assorbenti, stracci, materiali filtranti e indumenti protettivi (non specificati altrimenti)"
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","15 01 01 - imballaggi in carta e cartone "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","15 01 02 - imballaggi in plastica "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","15 01 04 - imballaggi metallici "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","15 01 06 - imballaggi in materiali misti "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","15 01 07 - imballaggi in vetro "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","16 01 03 - pneumatici fuori uso"
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03"
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 01 01 - carta e cartone "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 01 02 - vetro "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 01 10 - abbigliamento "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 01 25 - oli e grassi commestibili "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 01 39 - plastica "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 01 40 - metallo "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 03 01 - rifiuti urbani non differenziati "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 03 01 - rifiuti urbani non differenziati  "
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 03 03 - residui della pulizia stradale"
"TECNOECOLOGIA S.R.L. ","SOLETO","LECCE","20 03 03 - residui della pulizia stradale   "
"TECNOECOLOGIA S.R.L.  - ECOTECNICA S.R.L.","SOLETO","LECCE","15 01 06 - imballaggi in materiali misti "
"TECNOECOLOGIA S.R.L.  - PROGETTO AMBIENTE BACINO LECCE 2 S.U.R.L.","SOLETO","LECCE","15 01 06 - imballaggi in materiali misti "
"TECNOECOLOGIA S.R.L.  - PROGETTO AMBIENTE BACINO LECCE 2 S.U.R.L.","SOLETO","LECCE","15 01 07 - imballaggi in vetro "
"Tecnologia srl","SOLETO","LECCE","20 01 25 - oli e grassi commestibili "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","00 00 00 - Altro - Non specificato"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","00 00 01 -  vetro/plastica/metallo
"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","08 01 12 - pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","10 00 00 - Rifiuti prodotti da processi termici"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","13 02 05 -  scarti di olio minerale per motori, ingranaggi e lubrificazione, non clorurati "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","13 02 08 -  altri oli per motori, ingranaggi e lubrificazione"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 01 - imballaggi in carta e cartone "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 02 - imballaggi in plastica "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 04 - imballaggi metallici "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 06 - imballaggi in materiali misti "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 07 - imballaggi in vetro "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","15 02 02 -  assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 01 03 - pneumatici fuori uso"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 01 03 - pneumatici fuori uso "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 01 07 -  filtri dell'olio "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 01 19 - plastica "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 02 13 -  apparecchiature fuori uso, contenenti componenti pericolosi diversi da quelli di cui alle voci 16 02 09 e 16 02 12"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 03 03 -  rifiuti inorganici, contenenti sostanze pericolose "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 05 04 -  gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 05 04 -  gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 05 05 - gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 06 01 -  batterie al piombo"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 06 04 - batterie alcaline (tranne 16 06 03)"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","16 10 02 - soluzioni acquose di scarto, diverse da quelle di cui alla voce 16 10 01 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 05 03 -  terra e rocce, contenenti sostanze pericolose "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 06 03 -  altri materiali isolanti contenenti o costituiti da sostanze pericolose"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 06 03 -  altri materiali isolanti contenenti o costituiti da sostanze pericolose "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 06 05 -  materiali da costruzione contenenti amianto "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 08 02 - materiali da costruzione a base di gesso diversi da quelli di cui alla voce 17 08 01 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 01 - carta e cartone "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 02 - vetro "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 10 - abbigliamento "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 19 -  pesticidi"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 19 -  pesticidi "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 25 - oli e grassi commestibili "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 26 -  oli e grassi diversi da quelli di cui alla voce 20 01 25"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 26 -  oli e grassi diversi da quelli di cui alla voce 20 01 25 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 31 -  medicinali citotossici e citostatici"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 31 -  medicinali citotossici e citostatici "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 39 - plastica "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 01 40 - metallo "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 02 01 - rifiuti biodegradabili "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 02 03 - altri rifiuti non biodegradabili"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 01 - rifiuti urbani non differenziati"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 01 - rifiuti urbani non differenziati "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 01 - rifiuti urbani non differenziati  "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 03 - residui della pulizia stradale"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 03 - residui della pulizia stradale   "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 06 - rifiuti della pulizia delle fognature"
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 07 - rifiuti ingombranti a recupero "
"TEOREMA S.P.A. (ACQUAVIVA DELLE FONTI)","ACQUAVIVA DELLE FONTI","BARI","20 03 07 - rifiuti ingombranti a smaltimento "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","15 01 01 - imballaggi in carta e cartone "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","15 01 02 - imballaggi in plastica "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","15 01 06 - imballaggi in materiali misti "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","15 01 07 - imballaggi in vetro "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","17 06 03 -  altri materiali isolanti contenenti o costituiti da sostanze pericolose"
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","17 06 03 -  altri materiali isolanti contenenti o costituiti da sostanze pericolose "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 01 - carta e cartone "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 26 -  oli e grassi diversi da quelli di cui alla voce 20 01 25"
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 26 -  oli e grassi diversi da quelli di cui alla voce 20 01 25 "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose"
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 39 - plastica"
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 39 - plastica "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 01 40 - metallo "
"TEOREMA S.P.A. (CAPURSO)","CAPURSO","BARI","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"TEOREMA S.P.A. - ECODEM S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 01 - imballaggi in carta e cartone "
"TEOREMA S.P.A. - ECODEM S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 02 - imballaggi in plastica "
"TEOREMA S.P.A. - ECODEM S.R.L.","ACQUAVIVA DELLE FONTI","BARI","20 01 01 - carta e cartone "
"TEOREMA S.P.A. - EKO-GEST S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 02 - imballaggi in plastica "
"TEOREMA S.P.A. - EKO-GEST S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 06 - imballaggi in materiali misti "
"TEOREMA S.P.A. - EKO-GEST S.R.L.","ACQUAVIVA DELLE FONTI","BARI","20 01 01 - carta e cartone "
"TEOREMA S.P.A. - EKO-GEST S.R.L. - ECODEM S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 02 - imballaggi in plastica "
"TEOREMA S.P.A. - RECSEL S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 01 - imballaggi in carta e cartone "
"TEOREMA S.P.A. - RICRERO","ACQUAVIVA DELLE FONTI","BARI","20 01 01 - carta e cartone "
"TEOREMA S.P.A. - RICRERO -SERVECO - RECUPERI PUGLIESI S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 02 - imballaggi in plastica "
